game,tanggal_rilis,pengembang,genres,penjualan_dalam_juta,harga_asli_dalam_usd,harga_diskon_dalam_usd,win_support,mac_support,lin_support,nama_depan,nama_belakang,nickname_game,total_hadiah_dalam_usd,asal_negara,benua
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Peter,Rasmussen,dupreeh,1822989.41,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Andreas,Højsleth,Xyp9x,1799288.57,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Nicolai,Reedtz,dev1ce,1787489.88,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Lukas,Rossander,gla1ve,1652350.75,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Emil,Reif,Magisk,1416448.64,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Finn,Andersen,karrigan,964635.39,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Markus,Kjærbye,Kjaerbye,617000.5,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Renè,Borg,cajunb,417465.86,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Kristian,Wienecke,k0nfig,403005.81,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Mathias,Lauridsen,MSL,349557.33,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Philip,Aistrup,aizy,332671.67,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Valdemar,Vangså,Valde,323423.04,"Denmark, Kingdom of",Europe
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Johan,Sundstein,N0tail,6952596.58,"Denmark, Kingdom of",Europe
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Andreas,Nielsen,Cr1t,2007841.6,"Denmark, Kingdom of",Europe
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Rasmus,Fillipsen,MiSeRy,1484921.92,"Denmark, Kingdom of",Europe
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Marcus,Hoelgaard,Ace,734369.52,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Rasmus,Winther,Caps,458259.05,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Martin,Hansen,Wunder,336306.24,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Mads,Brock-Pedersen,Broxah,313654.08,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Nicolaj,Jensen,Jensen,265283.06,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Dennis,Johnsen,Svenskeren,257257.41,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Jesper,Svenningsen,Zven,250580.01,"Denmark, Kingdom of",Europe
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Søren,Bjerg,Bjergsen,250222.7,"Denmark, Kingdom of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Zand,341250.0,"Denmark, Kingdom of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Adam,Boyer-Dræby,Boyer,210575.84,"Denmark, Kingdom of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Thomas,Davidsen,Th0masHD,188090.0,"Denmark, Kingdom of",Europe
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Jonas Colkær,Thomsen,Klusia,136810.0,"Denmark, Kingdom of",Europe
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Patrick,Brix,Bunny,84195.98,"Denmark, Kingdom of",Europe
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Kenn Øster,Rasmussen,Zaelia,147500.0,"Denmark, Kingdom of",Europe
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Alexander,Grumstrup,AlexTheProG,83962.45,"Denmark, Kingdom of",Europe
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Martin,Rugh,Crozzby,50545.96,"Denmark, Kingdom of",Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Gustav,Blønd,GustavQQ,66517.5,"Denmark, Kingdom of",Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Mathias,Larsen,Larsen,61350.0,"Denmark, Kingdom of",Europe
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Sebastian,Berendt,BALLOC,47090.0,"Denmark, Kingdom of",Europe
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Frederik Høj,Nielsen,Hoej,171767.15,"Denmark, Kingdom of",Europe
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Simon,Raunholst,Crane,53526.12,"Denmark, Kingdom of",Europe
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Jakey,Yip,Stewie2k,1087340.0,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Jonathan,Jablonowski,ELiGE,930696.42,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Nick,Cannella,nitr0,920151.73,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Tarik,Celik,tarik,780039.21,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Will,Wierzba,Rush,586616.0,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Timothy,Ta,autimatic,449799.56,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Tyler,Latham,Skadoodle,437479.98,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Vincent,Cayonte,Brehze,391973.94,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Ethan,Arnold,nahtE,389680.38,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Jordan,Gilbert,n0thing,239956.42,United States of America,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Saahil,Arora,UNiVeRsE,3057237.67,United States of America,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Peter,Dager,ppd,2995619.62,United States of America,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Clinton,Loomis,Fear,2551657.34,United States of America,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,David,Hull,Moo,822916.86,United States of America,North America
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Peter,Peng,Doublelift,306475.81,United States of America,North America
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Zachary,Scuderi,Sneaky,282456.48,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyle,Giersdorf,Bugha,3141395.05,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Harrison,Chang,psalm,1873138.8,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Shane,Cotton,EpikWhale,1349767.32,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Rocco,Morales,Saf,1126345.35,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Davis,McClellan,Ceice,1109880.47,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Hayden,Krueger,Elevate,991583.2,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Timothy,Miller,Bizzle,615626.39,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Diego,Lima,Arkhram,608416.68,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Turner,Tenney,Tfue,594850.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Anthony,Colandro,ZexRow,506099.73,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Brendan,Falconer,Falconer,482850.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Daniel,Walsh,Dubs,468099.99,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Dennis,Lepore,Cloakzy,437975.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Nate,Hill,Nate Hill,437369.11,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Noah,Wright,Vivid,417366.67,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Noam,Ackenine,Megga,381283.32,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,River,Handley,Riversan,360841.67,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Vinny,Gilgan,Vinny,350238.8,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Jack,-,Cizzorz,345750.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Ryan,Chaplo,Chap,341066.67,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Jake,Brumleve,Poach,324900.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Trevor,Siegler,FunkBomb,315616.67,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Thomas,Mulligan,72hrs,310008.33,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Malachi,Greiner,Reverse2k,255546.92,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Cody,Conrod,Clix,250968.08,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Austin,Etue,Morgausse,250938.56,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Mack,Aesoph,MackWood,250525.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Dylan,Moore,Dmo,243025.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Jonathan,Weber,yung calculator,229850.77,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Josh,Roach,Commandment,221752.32,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Keenan,Santos,Rhux,217500.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Nick,McGuire,Aspect,215391.67,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Julio Cesar,Nevarez,Pika,182950.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Aydan,Conrad,Aydan,172583.33,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Dominick,Green,Unknown,159833.35,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Ben,Peterson,Edgey,153868.98,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Anthony,Waller,Tendons,150900.0,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,Furious,143908.34,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Tyler,Blevins,Ninja,142413.56,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,4DRStorm,141158.34,United States of America,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Mason,Lanier,Symfuhny,139866.67,United States of America,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Grant,Espe,Moth,314548.25,United States of America,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Matthew,DeLisi,super,312948.02,United States of America,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Jay,Won,sinatraa,164363.81,United States of America,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Blake,Scott,Gator,69918.09,United States of America,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Indy,Halpern,SPACE,55453.17,United States of America,North America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Alex,Sunderhaft,Neeb,523847.63,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Fan,Yang,Fan,149291.76,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,John Paul,Lopez,KingCaffeine,138297.16,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Keiwan,Itakura,k1,138237.16,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Mike,Fisk,Glaurung,97856.2,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Chris,Buechter,Zuna,94813.8,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Manny,Medina,Fury,89529.34,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Harrison,Chang,psalm,80661.2,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Ricardo,Marques,DunkTrain,77997.16,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Stafford,Mcintyre,McIntyre,73817.6,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Taylor,Eder,Arthelon,73072.6,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Rori,Bryant-Raible,CauthonLuck,67720.0,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Sammuel,Hua,bigempct,66663.8,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Stefen,Anderson,akaface,64763.4,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Michael,Udall,MichaelUdall,64763.4,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Chandler,Gavran,Buds,64742.6,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Justin,Gapp,Justing,64742.6,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Khalif,Hashim,Khroen,63634.48,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Thomas,Maguire,Tomster,51663.14,United States of America,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Josh,Choi,bkid,51453.4,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Logan,Heckman,Zanpah,130989.58,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Mike,Gariti,Sharky,127694.75,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Diondre,Bond,YaBoiDre,103739.58,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Ben,Wheeler,Nerf,93098.0,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Timothy,Ebarb,Uncivil,86853.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Hunter,Winn,hwinn,85032.94,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Kurtis,Bond,Purdy,84148.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Kevin,Linn,Miccoy,82233.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Aaron,Lommen,aLOW,81023.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Tristan,Nowicky,Shrimzy,63736.69,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jace,Patras,Voxsic,53388.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Patrick,Kaplan,PAT KAPS,51048.44,United States of America,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Jake,Winant,Snakers,47078.32,United States of America,North America
Arena of Valor,,Not Available,Not Available,0.0,0.0,0.0,,,,Matt,Stover,Mts,34190.6,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Frank,Zhang,fr0zen,284382.26,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Brian,Eason,bloodyface,279875.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,James,Kostesich,Firebat,269053.1,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,David,Caero,Dog,229488.39,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Muzahidul,I.,Muzzy,167590.47,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,David,Shan,JustSaiyan,153062.5,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,William,Barton,Amnesiac,114725.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Paul,Nemeth,Zalae,110141.67,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Cong,Shu,StrifeCro,106314.27,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Edwin,Cook,HotMEOWTH,91550.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Keaton,Gill,Chakki,80338.22,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,David,Acosta,killinallday,73575.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Jeffrey,Shih,Trump,72637.5,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Edward,Goodwin,Gallon213,70216.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Jeffrey,Liu,Tarei,62454.4,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Anthony,Trevino,Ant,52375.0,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Drew,Biessener,Tidesoftime,50449.6,United States of America,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Mike,Eichner,Ike,48550.0,United States of America,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Epitácio,de Melo,TACO,1063858.27,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Fernando,Alvarenga,fer,1063038.92,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Gabriel,Toledo,FalleN,1059938.92,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Marcelo,David,coldzera,1021901.46,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Lincoln,Lau,fnx,387551.81,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Ricardo,Prass,boltz,382208.97,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,João,Vasconcellos,felps,323127.22,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Henrique,Teles,hen1,256374.45,"Brazil, Federative Republic of",South America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,João Pedro,Telles,Hydration,61460.24,"Brazil, Federative Republic of",South America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Diego,Schwimer,Kelazhur,158091.74,"Brazil, Federative Republic of",South America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Keith,Markovic,NAF,982765.66,Canada,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Russel,Van Dulken,Twistzz,835376.43,Canada,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Peter,Jarguz,stanislaw,481487.38,Canada,North America
Counter-Strike: Global Offensive,2012-08-21,Valve;Hidden Path Entertainment,Action;Free to Play,0.0,0.0,0.0,1.0,1.0,1.0,Damian,Steele,daps,260797.63,Canada,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Artour,Babaev,Arteezy,2257053.21,Canada,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Kurtis,Ling,Aui_2000,2006311.11,Canada,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,Jacky,Mao,EternaLEnVy,987072.69,Canada,North America
Dota 2,2013-07-09,Valve,Action;Free to Play;Strategy,0.0,0.0,0.0,1.0,1.0,1.0,David,Tan,MoonMeander,845345.4,Canada,North America
League of Legends,,Not Available,Not Available,0.0,0.0,0.0,,,,Jason,Tran,WildTurtle,182066.13,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Williams,Aubin,Zayt,1186189.75,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Tyler,-,hiimtylerh,341250.0,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,William,Paquin-Brien,Fatch,228500.0,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Sean,Close,Sean,174733.33,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,Evan,Barron,Cented,160410.62,Canada,North America
Fortnite,,Not Available,Not Available,0.0,0.0,0.0,,,,David,Bois,LeNain,158350.0,Canada,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Lane,Roberts,Surefour,82724.04,Canada,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Brady,Girardi,Agilities,62069.85,Canada,North America
Overwatch,,Not Available,Not Available,0.0,0.0,0.0,,,,Joe,Gramano,Joemeister,55676.28,Canada,North America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Sasha,Hostyn,Scarlett,388919.99,Canada,North America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Chris,Loranger,HuK,148758.87,Canada,North America
Starcraft II,,Not Available,Not Available,0.0,0.0,0.0,,,,Maru,Kim,MaSa,132306.1,Canada,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Francisco,Avalos,Goku,64112.6,Canada,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Kyle,Belaiche,Prismaticism,60502.6,Canada,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Jerome,Tanguay,KilluZiioN,56726.85,Canada,North America
Heroes of the Storm,,Not Available,Not Available,0.0,0.0,0.0,,,,Merek,Kangas,zugrug,51636.85,Canada,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Luke,Laing,Meluke,159650.52,Canada,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Thierry,Kaltenback,Kaymind,113573.0,Canada,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Mehmood Amin,Askar,Moody,81360.5,Canada,North America
PUBG,,Not Available,Not Available,0.0,0.0,0.0,,,,Cedrik,Lessard,DrasseL,58295.94,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Ryan,Murphy-Root,Purple,220418.33,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Eddie,Lui,Seohyun,151117.2,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Jerome,Faucher,Monsanto,110925.0,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Mihai,Dragalin,languagehacker,102887.5,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Julien,Perrault-Harvey,Cydonia,97593.92,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,-,-,DocPwn,77433.33,Canada,North America
Hearthstone,,Not Available,Not Available,0.0,0.0,0.0,,,,Michael,Luker,Luker,63000.0,Canada,North America
